Split,Week,Game,Team,Player,Champion,KDA,Gold,TDamage,Gold/Damage,TeamJungle Kills,EnemyJungle Kills,Jungle Share
Summer,Week 8,⁠⁠VIT - ⁠⁠FNC,VIT,Alphari,Gnar,11.0,20793,0.17,3490.01,35,3,38
Summer,Week 8,⁠⁠VIT - ⁠⁠FNC,VIT,Haru,Trundle,3.67,15294,0.08,1271.89,93,10,103
Summer,Week 8,⁠⁠VIT - ⁠⁠FNC,VIT,Perkz,Azir,1.71,21610,0.33,7148.81,41,6,47
Summer,Week 8,⁠⁠VIT - ⁠⁠FNC,VIT,Carzzy,Senna,3.0,16089,0.33,5282.35,12,2,14
Summer,Week 8,⁠⁠VIT - ⁠⁠FNC,VIT,Labrov,TahmKench,2.0,14115,0.09,1268.39,1,0,1
Summer,Week 8,⁠⁠VIT - ⁠⁠FNC,FNC,Wunder,Gragas,1.75,18421,0.17,3091.38,9,0,9
Summer,Week 8,⁠⁠VIT - ⁠⁠FNC,FNC,Razork,Poppy,4.5,14655,0.09,1333.84,105,9,114
Summer,Week 8,⁠⁠VIT - ⁠⁠FNC,FNC,Humanoid,Sylas,1.43,20054,0.19,3763.51,48,13,61
Summer,Week 8,⁠⁠VIT - ⁠⁠FNC,FNC,Upset,Zeri,15.0,27051,0.51,13858.02,53,12,65
Summer,Week 8,⁠⁠VIT - ⁠⁠FNC,FNC,Hylissang,Lulu,8.5,12315,0.04,507.44,0,0,0
Summer,Week 8,⁠⁠MSF - ⁠⁠G2,G2,BrokenBlade,Yone,10.0,13087,0.24,3200.53,4,4,8
Summer,Week 8,⁠⁠MSF - ⁠⁠G2,G2,Jankos,JarvanIV,4.33,9711,0.08,746.06,82,0,82
Summer,Week 8,⁠⁠MSF - ⁠⁠G2,G2,caPs,Sylas,14.0,14516,0.33,4786.08,31,4,35
Summer,Week 8,⁠⁠MSF - ⁠⁠G2,G2,Flakked,Sivir,12.0,13157,0.18,2404.09,24,0,24
Summer,Week 8,⁠⁠MSF - ⁠⁠G2,G2,Targamas,Ashe,14.0,7641,0.17,1269.8,0,0,0
Summer,Week 8,⁠⁠MSF - ⁠⁠G2,MSF,Irrelevant,Sejuani,1.0,8460,0.22,1859.47,8,0,8
Summer,Week 8,⁠⁠MSF - ⁠⁠G2,MSF,Zanzarah,Trundle,0.5,8125,0.12,973.15,97,0,97
Summer,Week 8,⁠⁠MSF - ⁠⁠G2,MSF,Vetheo,Ahri,1.0,11416,0.28,3203.96,12,0,12
Summer,Week 8,⁠⁠MSF - ⁠⁠G2,MSF,Neon,Zeri,1.0,11040,0.31,3388.8,12,0,12
Summer,Week 8,⁠⁠MSF - ⁠⁠G2,MSF,Mersa,Renata,0.75,5565,0.07,405.24,0,0,0
Summer,Week 8,⁠⁠XL - ⁠⁠AST,XL,Finn,Sion,2.0,11963,0.19,2246.13,20,0,20
Summer,Week 8,⁠⁠XL - ⁠⁠AST,XL,Markoon,Trundle,11.0,10193,0.08,778.56,72,4,76
Summer,Week 8,⁠⁠XL - ⁠⁠AST,XL,Nukeduck,Azir,12.0,15604,0.41,6454.75,9,4,13
Summer,Week 8,⁠⁠XL - ⁠⁠AST,XL,Patrik,Zeri,12.0,14162,0.26,3733.24,16,8,24
Summer,Week 8,⁠⁠XL - ⁠⁠AST,XL,Mikyx,Renata,13.0,7576,0.06,443.89,0,0,0
Summer,Week 8,⁠⁠XL - ⁠⁠AST,AST,Vizicsacsi,Poppy,1.33,11310,0.19,2130.51,0,1,1
Summer,Week 8,⁠⁠XL - ⁠⁠AST,AST,Xerxe,Viego,2.5,9288,0.16,1460.97,110,10,120
Summer,Week 8,⁠⁠XL - ⁠⁠AST,AST,Dajor,Sylas,1.67,11622,0.18,2082.15,5,4,9
Summer,Week 8,⁠⁠XL - ⁠⁠AST,AST,Kobbe,Ezreal,1.33,12257,0.33,4090.94,18,4,22
Summer,Week 8,⁠⁠XL - ⁠⁠AST,AST,JeongHoon,Karma,1.0,6384,0.14,902.76,0,0,0
Summer,Week 8,⁠⁠BDS - ⁠⁠MAD,MAD,Armut,Renekton,11.0,16692,0.16,2684.15,7,5,12
Summer,Week 8,⁠⁠BDS - ⁠⁠MAD,MAD,Elyoya,MonkeyKing,7.0,13878,0.16,2176.54,114,14,128
Summer,Week 8,⁠⁠BDS - ⁠⁠MAD,MAD,Nisqy,Vex,3.4,14375,0.29,4120.29,15,4,19
Summer,Week 8,⁠⁠BDS - ⁠⁠MAD,MAD,UNF0RGIVEN,Sivir,9.5,16368,0.35,5664.63,24,19,43
Summer,Week 8,⁠⁠BDS - ⁠⁠MAD,MAD,Kaiser,Rakan,6.33,9184,0.05,456.02,0,0,0
Summer,Week 8,⁠⁠BDS - ⁠⁠MAD,BDS,Agresivoo,Sion,2.33,9949,0.17,1668.35,0,0,0
Summer,Week 8,⁠⁠BDS - ⁠⁠MAD,BDS,Cinkrof,JarvanIV,2.2,9382,0.06,560.94,82,0,82
Summer,Week 8,⁠⁠BDS - ⁠⁠MAD,BDS,NUCLEARINT,Leblanc,5.5,14963,0.29,4336.67,9,4,13
Summer,Week 8,⁠⁠BDS - ⁠⁠MAD,BDS,xMatty,Aphelios,2.5,16864,0.39,6592.8,29,4,33
Summer,Week 8,⁠⁠BDS - ⁠⁠MAD,BDS,LIMIT,Galio,1.25,7629,0.09,700.0,0,0,0
Summer,Week 8,⁠⁠SK - ⁠⁠G2,SK,JNX,Renekton,1.0,10543,0.2,2152.45,8,0,8
Summer,Week 8,⁠⁠SK - ⁠⁠G2,SK,Gilius,JarvanIV,1.8,8465,0.13,1072.09,63,0,63
Summer,Week 8,⁠⁠SK - ⁠⁠G2,SK,Sertuss,Leblanc,1.25,10810,0.33,3534.32,12,0,12
Summer,Week 8,⁠⁠SK - ⁠⁠G2,SK,Jezu,Samira,2.25,13799,0.26,3548.02,12,0,12
Summer,Week 8,⁠⁠SK - ⁠⁠G2,SK,Treatz,Rell,1.4,6622,0.09,563.67,0,0,0
Summer,Week 8,⁠⁠SK - ⁠⁠G2,G2,BrokenBlade,Gwen,7.5,14879,0.28,4136.23,15,12,27
Summer,Week 8,⁠⁠SK - ⁠⁠G2,G2,Jankos,Pantheon,17.0,14547,0.19,2708.23,88,25,113
Summer,Week 8,⁠⁠SK - ⁠⁠G2,G2,caPs,Lissandra,4.67,12968,0.18,2398.83,16,6,22
Summer,Week 8,⁠⁠SK - ⁠⁠G2,G2,Flakked,Aphelios,4.67,13997,0.29,4096.72,20,8,28
Summer,Week 8,⁠⁠SK - ⁠⁠G2,G2,Targamas,Braum,15.0,8292,0.06,482.36,0,0,0
Summer,Week 8,⁠⁠VIT - ⁠⁠RGE,VIT,Alphari,Aatrox,1.67,11907,0.22,2665.16,12,0,12
Summer,Week 8,⁠⁠VIT - ⁠⁠RGE,VIT,Haru,Trundle,0.75,10549,0.05,484.81,92,1,93
Summer,Week 8,⁠⁠VIT - ⁠⁠RGE,VIT,Perkz,Ahri,1.5,12405,0.22,2729.53,21,4,25
Summer,Week 8,⁠⁠VIT - ⁠⁠RGE,VIT,Carzzy,Zeri,1.75,15031,0.41,6093.64,21,0,21
Summer,Week 8,⁠⁠VIT - ⁠⁠RGE,VIT,Labrov,Yuumi,2.0,7148,0.1,748.9,0,0,0
Summer,Week 8,⁠⁠VIT - ⁠⁠RGE,RGE,Odoamne,Ornn,14.0,11846,0.11,1298.76,8,0,8
Summer,Week 8,⁠⁠VIT - ⁠⁠RGE,RGE,Malrang,Poppy,17.0,10788,0.12,1255.28,100,1,101
Summer,Week 8,⁠⁠VIT - ⁠⁠RGE,RGE,Larssen,Viktor,8.5,15313,0.26,4018.83,24,0,24
Summer,Week 8,⁠⁠VIT - ⁠⁠RGE,RGE,Comp,Sivir,6.0,18151,0.46,8291.38,29,4,33
Summer,Week 8,⁠⁠VIT - ⁠⁠RGE,RGE,Trymbi,Lulu,6.0,8430,0.05,461.62,0,0,0
Summer,Week 8,⁠⁠MSF - ⁠⁠FNC,MSF,Irrelevant,Gwen,2.0,14088,0.39,5520.94,10,0,10
Summer,Week 8,⁠⁠MSF - ⁠⁠FNC,MSF,Zanzarah,Vi,2.33,11187,0.06,686.61,91,13,104
Summer,Week 8,⁠⁠MSF - ⁠⁠FNC,MSF,Vetheo,Zoe,1.75,14233,0.23,3296.36,28,1,29
Summer,Week 8,⁠⁠MSF - ⁠⁠FNC,MSF,Neon,Sivir,4.0,16638,0.27,4550.87,37,3,40
Summer,Week 8,⁠⁠MSF - ⁠⁠FNC,MSF,Mersa,Leona,1.33,7645,0.04,318.12,0,0,0
Summer,Week 8,⁠⁠MSF - ⁠⁠FNC,FNC,Wunder,Ornn,4.0,12684,0.27,3374.39,18,0,18
Summer,Week 8,⁠⁠MSF - ⁠⁠FNC,FNC,Razork,Trundle,2.25,12207,0.16,1989.94,77,15,92
Summer,Week 8,⁠⁠MSF - ⁠⁠FNC,FNC,Humanoid,Ahri,12.0,16257,0.26,4152.37,13,0,13
Summer,Week 8,⁠⁠MSF - ⁠⁠FNC,FNC,Upset,Zeri,15.0,18812,0.26,4875.42,39,5,44
Summer,Week 8,⁠⁠MSF - ⁠⁠FNC,FNC,Hylissang,Renata,2.75,8780,0.06,494.87,0,0,0
Summer,Tiebreakers,⁠⁠XL - ⁠⁠VIT,XL,Finn,Gwen,8.0,13586,0.3,4102.99,14,4,18
Summer,Tiebreakers,⁠⁠XL - ⁠⁠VIT,XL,Markoon,Poppy,8.0,9580,0.15,1394.08,108,4,112
Summer,Tiebreakers,⁠⁠XL - ⁠⁠VIT,XL,Nukeduck,TwistedFate,8.0,14158,0.17,2377.39,4,0,4
Summer,Tiebreakers,⁠⁠XL - ⁠⁠VIT,XL,Patrik,Draven,8.0,16720,0.35,5776.01,24,0,24
Summer,Tiebreakers,⁠⁠XL - ⁠⁠VIT,XL,Mikyx,Thresh,2.67,7434,0.04,290.71,0,0,0
Summer,Tiebreakers,⁠⁠XL - ⁠⁠VIT,VIT,Alphari,Kennen,0.0,11783,0.25,2938.99,17,0,17
Summer,Tiebreakers,⁠⁠XL - ⁠⁠VIT,VIT,Haru,MonkeyKing,1.5,9507,0.12,1144.55,98,0,98
Summer,Tiebreakers,⁠⁠XL - ⁠⁠VIT,VIT,Perkz,Orianna,0.6,12363,0.36,4419.33,28,0,28
Summer,Tiebreakers,⁠⁠XL - ⁠⁠VIT,VIT,Carzzy,Aphelios,0.33,10831,0.2,2217.34,4,0,4
Summer,Tiebreakers,⁠⁠XL - ⁠⁠VIT,VIT,Labrov,Renata,1.5,6615,0.07,449.8,0,0,0
Summer,Tiebreakers,⁠⁠FNC - ⁠⁠MSF,MSF,Irrelevant,Gnar,2.0,11213,0.26,2970.11,2,8,10
Summer,Tiebreakers,⁠⁠FNC - ⁠⁠MSF,MSF,Zanzarah,Poppy,12.0,9870,0.07,672.45,94,0,94
Summer,Tiebreakers,⁠⁠FNC - ⁠⁠MSF,MSF,Vetheo,Sylas,13.0,14967,0.32,4828.12,16,0,16
Summer,Tiebreakers,⁠⁠FNC - ⁠⁠MSF,MSF,Neon,Aphelios,10.0,14470,0.24,3482.07,22,4,26
Summer,Tiebreakers,⁠⁠FNC - ⁠⁠MSF,MSF,Mersa,Yuumi,18.0,8317,0.1,863.0,0,0,0
Summer,Tiebreakers,⁠⁠FNC - ⁠⁠MSF,FNC,Wunder,Ornn,1.75,10570,0.2,2144.28,1,0,1
Summer,Tiebreakers,⁠⁠FNC - ⁠⁠MSF,FNC,Razork,Trundle,2.0,9971,0.19,1912.74,75,6,81
Summer,Tiebreakers,⁠⁠FNC - ⁠⁠MSF,FNC,Humanoid,Taliyah,0.6,12039,0.26,3126.75,33,8,41
Summer,Tiebreakers,⁠⁠FNC - ⁠⁠MSF,FNC,Upset,Ezreal,0.33,10261,0.29,2945.63,13,0,13
Summer,Tiebreakers,⁠⁠FNC - ⁠⁠MSF,FNC,Hylissang,Pyke,1.0,6802,0.06,398.02,0,0,0
