Split,Week,Game,Team,Player,Champion,KDA,Gold,TeamJungle Kills,EnemyJungle Kills,Jungle Share
Summer,Week 7,⁠⁠SK - ⁠⁠FNC,SK,Treatz,Nocturne,2.0,12316,109,0,109
Summer,Week 7,⁠⁠SK - ⁠⁠FNC,SK,Blue,Syndra,5.0,16198,27,0,27
Summer,Week 7,⁠⁠SK - ⁠⁠FNC,SK,Jezu,Aphelios,14.0,16113,23,0,23
Summer,Week 7,⁠⁠SK - ⁠⁠FNC,SK,Lilipp,TahmKench,6.5,8173,0,0,0
Summer,Week 7,⁠⁠MSF - ⁠⁠G2,MSF,HiRit,Renekton,0.5,10472,1,0,1
Summer,Week 7,⁠⁠MSF - ⁠⁠G2,MSF,Razork,Viego,3.0,10554,113,8,121
Summer,Week 7,⁠⁠MSF - ⁠⁠G2,MSF,Vetheo,Ryze,1.0,12952,27,1,28
Summer,Week 7,⁠⁠MSF - ⁠⁠G2,MSF,Kobbe,Aphelios,1.0,12773,18,0,18
Summer,Week 7,⁠⁠MSF - ⁠⁠G2,MSF,Vander,Braum,0.0,6369,0,0,0
Summer,Week 7,⁠⁠MSF - ⁠⁠G2,G2,Wunder,Gangplank,6.0,13643,12,8,20
Summer,Week 7,⁠⁠MSF - ⁠⁠G2,G2,Jankos,XinZhao,inf,10407,138,2,140
Summer,Week 7,⁠⁠MSF - ⁠⁠G2,G2,Caps,Orianna,9.0,12733,20,0,20
Summer,Week 7,⁠⁠MSF - ⁠⁠G2,G2,Rekkles,Tristana,inf,15173,8,8,16
Summer,Week 7,⁠⁠MSF - ⁠⁠G2,G2,Mikyx,Rakan,5.0,6489,0,0,0
Summer,Week 8,⁠⁠VIT - ⁠⁠S04,S04,BrokenBlade,Jayce,2.0,12272,9,4,13
Summer,Week 8,⁠⁠VIT - ⁠⁠S04,S04,Kirei,DrMundo,1.0,8504,84,4,88
Summer,Week 8,⁠⁠VIT - ⁠⁠S04,S04,NUCLEARINT,Orianna,1.0,11544,9,0,9
Summer,Week 8,⁠⁠VIT - ⁠⁠S04,S04,Neon,Tristana,0.25,11021,19,0,19
Summer,Week 8,⁠⁠VIT - ⁠⁠S04,S04,LIMIT,Rell,0.75,6366,0,0,0
Summer,Week 8,⁠⁠VIT - ⁠⁠S04,VIT,Szygenda,Renekton,4.0,12042,4,4,8
Summer,Week 8,⁠⁠VIT - ⁠⁠S04,VIT,Selfmade,Rumble,10.0,14026,117,20,137
Summer,Week 8,⁠⁠VIT - ⁠⁠S04,VIT,LIDER,Akali,inf,13097,8,1,9
Summer,Week 8,⁠⁠VIT - ⁠⁠S04,VIT,Crownshot,Varus,inf,16656,8,8,16
Summer,Week 8,⁠⁠VIT - ⁠⁠S04,VIT,Labrov,Alistar,6.0,8612,3,0,3
Summer,Week 8,⁠⁠SK - ⁠⁠AST,SK,Jenax,Mordekaiser,0.0,9015,5,0,5
Summer,Week 8,⁠⁠SK - ⁠⁠AST,SK,Treatz,Gwen,0.0,8073,112,4,116
Summer,Week 8,⁠⁠SK - ⁠⁠AST,SK,Blue,Lucian,1.0,10779,17,0,17
Summer,Week 8,⁠⁠SK - ⁠⁠AST,SK,Jezu,Kalista,0.5,10608,5,0,5
Summer,Week 8,⁠⁠SK - ⁠⁠AST,SK,Lilipp,TahmKench,0.25,5858,0,0,0
Summer,Week 8,⁠⁠SK - ⁠⁠AST,AST,WhiteKnight,Kennen,inf,11293,0,0,0
Summer,Week 8,⁠⁠SK - ⁠⁠AST,AST,Zanzarah,Viego,inf,10463,102,15,117
Summer,Week 8,⁠⁠SK - ⁠⁠AST,AST,MagiFelix,Orianna,11.0,12342,11,0,11
Summer,Week 8,⁠⁠SK - ⁠⁠AST,AST,Jeskla,Aphelios,10.0,12441,22,0,22
Summer,Week 8,⁠⁠SK - ⁠⁠AST,AST,promisq,Thresh,inf,7436,0,0,0
Summer,Week 8,⁠⁠RGE - ⁠⁠XL,XL,Kryze,Jayce,1.0,14498,20,1,21
Summer,Week 8,⁠⁠RGE - ⁠⁠XL,XL,Markoon,Diana,0.8,12550,135,5,140
Summer,Week 8,⁠⁠RGE - ⁠⁠XL,XL,Nukeduck,Lucian,2.33,15094,27,0,27
Summer,Week 8,⁠⁠RGE - ⁠⁠XL,XL,Patrik,Jhin,7.0,17550,24,0,24
Summer,Week 8,⁠⁠RGE - ⁠⁠XL,XL,Advienne,Alistar,2.33,8221,0,0,0
Summer,Week 8,⁠⁠RGE - ⁠⁠XL,RGE,Odoamne,Kennen,9.0,15887,8,1,9
Summer,Week 8,⁠⁠RGE - ⁠⁠XL,RGE,Inspired,Viego,9.0,12469,143,7,150
Summer,Week 8,⁠⁠RGE - ⁠⁠XL,RGE,Larssen,Syndra,7.0,17766,32,0,32
Summer,Week 8,⁠⁠RGE - ⁠⁠XL,RGE,Hans,Varus,11.0,17431,34,0,34
Summer,Week 8,⁠⁠RGE - ⁠⁠XL,RGE,Trymbi,Rell,2.75,8948,0,0,0
Summer,Week 8,⁠⁠MAD - ⁠⁠G2,MAD,Armut,Jayce,0.71,13052,7,0,7
Summer,Week 8,⁠⁠MAD - ⁠⁠G2,MAD,Elyoya,Graves,1.75,14084,122,12,134
Summer,Week 8,⁠⁠MAD - ⁠⁠G2,MAD,Humanoid,Syndra,0.44,13004,17,0,17
Summer,Week 8,⁠⁠MAD - ⁠⁠G2,MAD,Carzzy,Varus,6.0,14978,8,0,8
Summer,Week 8,⁠⁠MAD - ⁠⁠G2,MAD,Kaiser,Trundle,1.25,8193,0,0,0
Summer,Week 8,⁠⁠MAD - ⁠⁠G2,G2,Wunder,Gangplank,3.5,16752,1,7,8
Summer,Week 8,⁠⁠MAD - ⁠⁠G2,G2,Jankos,LeeSin,7.5,12787,116,14,130
Summer,Week 8,⁠⁠MAD - ⁠⁠G2,G2,Caps,TwistedFate,inf,15586,25,6,31
Summer,Week 8,⁠⁠MAD - ⁠⁠G2,G2,Rekkles,Kalista,15.0,20002,27,5,32
Summer,Week 8,⁠⁠MAD - ⁠⁠G2,G2,Mikyx,Leona,2.4,8010,0,0,0
Summer,Week 8,⁠⁠MSF - ⁠⁠FNC,MSF,HiRit,Camille,12.0,11188,7,0,7
Summer,Week 8,⁠⁠MSF - ⁠⁠FNC,MSF,Razork,XinZhao,2.5,11349,97,9,106
Summer,Week 8,⁠⁠MSF - ⁠⁠FNC,MSF,Vetheo,Syndra,6.0,14051,24,0,24
Summer,Week 8,⁠⁠MSF - ⁠⁠FNC,MSF,Kobbe,Tristana,inf,14132,17,0,17
Summer,Week 8,⁠⁠MSF - ⁠⁠FNC,MSF,Vander,Alistar,inf,7626,0,0,0
Summer,Week 8,⁠⁠MSF - ⁠⁠FNC,FNC,Adam,Renekton,0.8,11523,3,0,3
Summer,Week 8,⁠⁠MSF - ⁠⁠FNC,FNC,Bwipo,DrMundo,1.5,9605,112,8,120
Summer,Week 8,⁠⁠MSF - ⁠⁠FNC,FNC,Nisqy,Akali,1.25,11421,8,0,8
Summer,Week 8,⁠⁠MSF - ⁠⁠FNC,FNC,Upset,Ezreal,inf,11681,22,0,22
Summer,Week 8,⁠⁠MSF - ⁠⁠FNC,FNC,Hylissang,Morgana,0.67,6815,0,0,0
Summer,Week 8,⁠⁠SK - ⁠⁠MSF,MSF,HiRit,Jayce,2.25,15938,15,5,20
Summer,Week 8,⁠⁠SK - ⁠⁠MSF,MSF,Razork,Trundle,3.67,12810,90,11,101
Summer,Week 8,⁠⁠SK - ⁠⁠MSF,MSF,Vetheo,Syndra,2.0,16869,28,4,32
Summer,Week 8,⁠⁠SK - ⁠⁠MSF,MSF,Kobbe,Tristana,inf,19077,27,23,50
Summer,Week 8,⁠⁠SK - ⁠⁠MSF,MSF,Vander,Braum,inf,9621,0,0,0
Summer,Week 8,⁠⁠SK - ⁠⁠MSF,SK,Jenax,DrMundo,2.33,13749,2,0,2
Summer,Week 8,⁠⁠SK - ⁠⁠MSF,SK,Treatz,Gragas,2.67,11377,117,8,125
Summer,Week 8,⁠⁠SK - ⁠⁠MSF,SK,Blue,Azir,2.67,16006,14,0,14
Summer,Week 8,⁠⁠SK - ⁠⁠MSF,SK,Jezu,Xayah,2.67,16397,32,0,32
Summer,Week 8,⁠⁠SK - ⁠⁠MSF,SK,Lilipp,Leona,2.0,7666,1,0,1
Summer,Week 8,⁠⁠XL - ⁠⁠AST,AST,WhiteKnight,Renekton,0.8,12723,2,0,2
Summer,Week 8,⁠⁠XL - ⁠⁠AST,AST,Zanzarah,Volibear,1.0,11380,118,9,127
Summer,Week 8,⁠⁠XL - ⁠⁠AST,AST,MagiFelix,Orianna,5.0,14797,22,0,22
Summer,Week 8,⁠⁠XL - ⁠⁠AST,AST,Jeskla,Ashe,2.0,13943,20,0,20
Summer,Week 8,⁠⁠XL - ⁠⁠AST,AST,promisq,Thresh,1.25,7809,0,0,0
Summer,Week 8,⁠⁠XL - ⁠⁠AST,XL,Kryze,Gangplank,10.0,16465,4,11,15
Summer,Week 8,⁠⁠XL - ⁠⁠AST,XL,Markoon,Viego,5.0,12007,109,7,116
Summer,Week 8,⁠⁠XL - ⁠⁠AST,XL,Nukeduck,TwistedFate,inf,17260,22,6,28
Summer,Week 8,⁠⁠XL - ⁠⁠AST,XL,Patrik,Varus,4.5,15291,20,0,20
Summer,Week 8,⁠⁠XL - ⁠⁠AST,XL,Advienne,Braum,10.0,8139,0,0,0
Summer,Week 8,⁠⁠VIT - ⁠⁠RGE,RGE,Odoamne,Kennen,3.0,17126,4,8,12
Summer,Week 8,⁠⁠VIT - ⁠⁠RGE,RGE,Inspired,XinZhao,1.29,12035,107,18,125
Summer,Week 8,⁠⁠VIT - ⁠⁠RGE,RGE,Larssen,Lucian,3.0,20217,28,8,36
Summer,Week 8,⁠⁠VIT - ⁠⁠RGE,RGE,Hans,Syndra,0.75,15555,19,3,22
Summer,Week 8,⁠⁠VIT - ⁠⁠RGE,RGE,Trymbi,Blitzcrank,1.0,8475,0,0,0
Summer,Week 8,⁠⁠VIT - ⁠⁠RGE,VIT,Szygenda,Renekton,13.0,14564,5,0,5
Summer,Week 8,⁠⁠VIT - ⁠⁠RGE,VIT,Selfmade,Olaf,4.0,15484,134,28,162
Summer,Week 8,⁠⁠VIT - ⁠⁠RGE,VIT,LIDER,Akali,3.4,18638,20,4,24
Summer,Week 8,⁠⁠VIT - ⁠⁠RGE,VIT,Crownshot,Aphelios,15.0,19685,17,8,25
Summer,Week 8,⁠⁠VIT - ⁠⁠RGE,VIT,Labrov,Thresh,18.0,9718,0,0,0
Summer,Week 8,⁠⁠S04 - ⁠⁠G2,G2,Wunder,Camille,3.0,17655,1,0,1
Summer,Week 8,⁠⁠S04 - ⁠⁠G2,G2,Jankos,Viego,8.0,16958,114,21,135
Summer,Week 8,⁠⁠S04 - ⁠⁠G2,G2,Caps,Orianna,9.0,17161,21,4,25
Summer,Week 8,⁠⁠S04 - ⁠⁠G2,G2,Rekkles,Kalista,5.0,18557,31,0,31
Summer,Week 8,⁠⁠S04 - ⁠⁠G2,G2,Mikyx,Thresh,3.2,9917,0,0,0
Summer,Week 8,⁠⁠S04 - ⁠⁠G2,S04,BrokenBlade,Gangplank,2.25,17963,9,0,9
Summer,Week 8,⁠⁠S04 - ⁠⁠G2,S04,Kirei,Trundle,2.25,13626,108,4,112
Summer,Week 8,⁠⁠S04 - ⁠⁠G2,S04,NUCLEARINT,Syndra,1.8,15084,22,0,22
Summer,Week 8,⁠⁠S04 - ⁠⁠G2,S04,Neon,Varus,2.0,16307,8,3,11
Summer,Week 8,⁠⁠S04 - ⁠⁠G2,S04,LIMIT,Alistar,1.0,8836,0,0,0
Summer,Week 8,⁠⁠MAD - ⁠⁠FNC,FNC,Adam,Sett,1.2,11715,19,4,23
Summer,Week 8,⁠⁠MAD - ⁠⁠FNC,FNC,Bwipo,DrMundo,1.83,9411,84,16,100
Summer,Week 8,⁠⁠MAD - ⁠⁠FNC,FNC,Nisqy,Cassiopeia,2.5,14146,16,0,16
Summer,Week 8,⁠⁠MAD - ⁠⁠FNC,FNC,Upset,Kalista,3.67,13660,13,0,13
Summer,Week 8,⁠⁠MAD - ⁠⁠FNC,FNC,Hylissang,Alistar,1.22,6540,0,0,0
Summer,Week 8,⁠⁠MAD - ⁠⁠FNC,MAD,Armut,Jayce,18.0,16600,33,4,37
Summer,Week 8,⁠⁠MAD - ⁠⁠FNC,MAD,Elyoya,Olaf,6.0,13648,80,14,94
Summer,Week 8,⁠⁠MAD - ⁠⁠FNC,MAD,Humanoid,Sylas,6.0,13245,19,5,24
Summer,Week 8,⁠⁠MAD - ⁠⁠FNC,MAD,Carzzy,Ashe,6.33,13807,8,7,15
Summer,Week 8,⁠⁠MAD - ⁠⁠FNC,MAD,Kaiser,Braum,5.5,9396,0,0,0
Summer,Week 8,⁠⁠SK - ⁠⁠RGE,RGE,Odoamne,Camille,inf,10826,1,5,6
Summer,Week 8,⁠⁠SK - ⁠⁠RGE,RGE,Inspired,Viego,inf,11237,96,20,116
Summer,Week 8,⁠⁠SK - ⁠⁠RGE,RGE,Larssen,TwistedFate,12.0,13503,24,3,27
Summer,Week 8,⁠⁠SK - ⁠⁠RGE,RGE,Hans,Xayah,inf,15576,20,8,28
Summer,Week 8,⁠⁠SK - ⁠⁠RGE,RGE,Trymbi,Rakan,14.0,8121,0,0,0
Summer,Week 8,⁠⁠SK - ⁠⁠RGE,SK,Jenax,Jax,0.0,10278,4,0,4
Summer,Week 8,⁠⁠SK - ⁠⁠RGE,SK,Treatz,Olaf,0.33,7854,90,4,94
Summer,Week 8,⁠⁠SK - ⁠⁠RGE,SK,Blue,Orianna,1.0,10765,14,0,14
Summer,Week 8,⁠⁠SK - ⁠⁠RGE,SK,Jezu,Tristana,0.25,9424,9,0,9
Summer,Week 8,⁠⁠SK - ⁠⁠RGE,SK,Lilipp,Leona,0.17,5555,0,0,0
Summer,Week 8,⁠⁠VIT - ⁠⁠AST,VIT,Szygenda,Renekton,2.0,10635,1,0,1
Summer,Week 8,⁠⁠VIT - ⁠⁠AST,VIT,Selfmade,Viego,15.0,12031,100,16,116
Summer,Week 8,⁠⁠VIT - ⁠⁠AST,VIT,LIDER,Akali,15.0,14454,8,4,12
Summer,Week 8,⁠⁠VIT - ⁠⁠AST,VIT,Crownshot,Jinx,13.0,15053,25,15,40
Summer,Week 8,⁠⁠VIT - ⁠⁠AST,VIT,Labrov,Alistar,19.0,8143,0,0,0
Summer,Week 8,⁠⁠VIT - ⁠⁠AST,AST,WhiteKnight,DrMundo,4.0,11295,1,0,1
Summer,Week 8,⁠⁠VIT - ⁠⁠AST,AST,Zanzarah,Fiddlesticks,0.86,7990,117,1,118
Summer,Week 8,⁠⁠VIT - ⁠⁠AST,AST,MagiFelix,Lucian,1.33,10379,0,0,0
Summer,Week 8,⁠⁠VIT - ⁠⁠AST,AST,Jeskla,Varus,1.17,10117,2,0,2
Summer,Week 8,⁠⁠VIT - ⁠⁠AST,AST,promisq,Nautilus,0.83,6213,0,0,0
Summer,Week 8,⁠⁠S04 - ⁠⁠FNC,S04,BrokenBlade,Jayce,7.0,15498,4,9,13
Summer,Week 8,⁠⁠S04 - ⁠⁠FNC,S04,Kirei,DrMundo,1.0,9594,85,12,97
Summer,Week 8,⁠⁠S04 - ⁠⁠FNC,S04,NUCLEARINT,Syndra,0.6,9846,14,0,14
Summer,Week 8,⁠⁠S04 - ⁠⁠FNC,S04,Neon,Xayah,0.25,13442,14,0,14
Summer,Week 8,⁠⁠S04 - ⁠⁠FNC,S04,LIMIT,Alistar,1.5,7367,0,0,0
Summer,Week 8,⁠⁠S04 - ⁠⁠FNC,FNC,Adam,Mordekaiser,1.2,11559,7,1,8
Summer,Week 8,⁠⁠S04 - ⁠⁠FNC,FNC,Bwipo,Gragas,inf,13471,99,47,146
Summer,Week 8,⁠⁠S04 - ⁠⁠FNC,FNC,Nisqy,Lucian,inf,15856,20,4,24
Summer,Week 8,⁠⁠S04 - ⁠⁠FNC,FNC,Upset,Tristana,inf,17735,12,21,33
Summer,Week 8,⁠⁠S04 - ⁠⁠FNC,FNC,Hylissang,Braum,2.67,9074,0,0,0
Summer,Week 8,⁠⁠MSF - ⁠⁠MAD,MSF,HiRit,Jayce,1.43,12271,18,0,18
Summer,Week 8,⁠⁠MSF - ⁠⁠MAD,MSF,Razork,Viego,1.38,10895,84,9,93
Summer,Week 8,⁠⁠MSF - ⁠⁠MAD,MSF,Vetheo,Sylas,1.83,12198,8,0,8
Summer,Week 8,⁠⁠MSF - ⁠⁠MAD,MSF,Kobbe,Ziggs,1.14,13210,8,0,8
Summer,Week 8,⁠⁠MSF - ⁠⁠MAD,MSF,Vander,Nautilus,1.38,6601,0,0,0
Summer,Week 8,⁠⁠MSF - ⁠⁠MAD,MAD,Armut,MonkeyKing,19.0,15685,7,8,15
Summer,Week 8,⁠⁠MSF - ⁠⁠MAD,MAD,Elyoya,Zac,6.0,12523,80,14,94
Summer,Week 8,⁠⁠MSF - ⁠⁠MAD,MAD,Humanoid,Leblanc,2.5,13431,12,9,21
Summer,Week 8,⁠⁠MSF - ⁠⁠MAD,MAD,Carzzy,Draven,11.0,19517,28,8,36
Summer,Week 8,⁠⁠MSF - ⁠⁠MAD,MAD,Kaiser,Leona,3.17,9386,0,4,4
Summer,Week 8,⁠⁠G2 - ⁠⁠XL,G2,Wunder,DrMundo,inf,13701,8,4,12
Summer,Week 8,⁠⁠G2 - ⁠⁠XL,G2,Jankos,LeeSin,8.0,10492,90,23,113
Summer,Week 8,⁠⁠G2 - ⁠⁠XL,G2,Caps,Lissandra,6.5,13819,13,0,13
Summer,Week 8,⁠⁠G2 - ⁠⁠XL,G2,Rekkles,Tristana,inf,14438,18,12,30
Summer,Week 8,⁠⁠G2 - ⁠⁠XL,G2,Mikyx,Thresh,5.5,7214,0,0,0
Summer,Week 8,⁠⁠G2 - ⁠⁠XL,XL,Kryze,Lillia,0.5,10044,11,0,11
Summer,Week 8,⁠⁠G2 - ⁠⁠XL,XL,Markoon,Volibear,0.6,8333,86,4,90
Summer,Week 8,⁠⁠G2 - ⁠⁠XL,XL,Nukeduck,Leblanc,1.0,9868,4,0,4
Summer,Week 8,⁠⁠G2 - ⁠⁠XL,XL,Patrik,Draven,1.0,13074,6,1,7
Summer,Week 8,⁠⁠G2 - ⁠⁠XL,XL,Advienne,Braum,2.0,6139,0,0,0
