Split,Week,Game,Team,Player,Champion,KDA,Gold,TeamJungle Kills,EnemyJungle Kills,Jungle Share
Summer,Week 2,⁠⁠RGE - ⁠⁠G2,RGE,Inspired,Fiddlesticks,1.5,11036,128,7,135
Summer,Week 2,⁠⁠RGE - ⁠⁠G2,RGE,Larssen,Jayce,2.25,16686,24,5,29
Summer,Week 2,⁠⁠RGE - ⁠⁠G2,RGE,Hans,Kalista,3.2,18697,12,1,13
Summer,Week 2,⁠⁠RGE - ⁠⁠G2,RGE,Trymbi,Blitzcrank,1.7,9444,0,0,0
Summer,Week 2,⁠⁠RGE - ⁠⁠G2,G2,Wunder,Viego,3.2,18231,5,5,10
Summer,Week 2,⁠⁠RGE - ⁠⁠G2,G2,Jankos,Rumble,6.25,16455,125,27,152
Summer,Week 2,⁠⁠RGE - ⁠⁠G2,G2,Caps,Orianna,4.67,16394,44,7,51
Summer,Week 2,⁠⁠RGE - ⁠⁠G2,G2,Rekkles,Varus,5.33,19744,16,3,19
Summer,Week 2,⁠⁠RGE - ⁠⁠G2,G2,Mikyx,Thresh,1.86,9190,0,0,0
Summer,Week 3,⁠⁠MSF - ⁠⁠XL,XL,Kryze,Nocturne,0.2,7441,4,0,4
Summer,Week 3,⁠⁠MSF - ⁠⁠XL,XL,Dan,Sejuani,0.25,6714,81,1,82
Summer,Week 3,⁠⁠MSF - ⁠⁠XL,XL,Nukeduck,Akali,1.0,8729,0,0,0
Summer,Week 3,⁠⁠MSF - ⁠⁠XL,XL,Patrik,Xayah,1.0,9812,16,0,16
Summer,Week 3,⁠⁠MSF - ⁠⁠XL,XL,Denyk,Leona,0.25,4937,0,0,0
Summer,Week 3,⁠⁠MSF - ⁠⁠XL,MSF,HiRit,Gwen,inf,12525,9,15,24
Summer,Week 3,⁠⁠MSF - ⁠⁠XL,MSF,Razork,LeeSin,15.0,10774,85,28,113
Summer,Week 3,⁠⁠MSF - ⁠⁠XL,MSF,Vetheo,Sylas,inf,10169,12,0,12
Summer,Week 3,⁠⁠MSF - ⁠⁠XL,MSF,Kobbe,Kaisa,12.0,12156,14,4,18
Summer,Week 3,⁠⁠MSF - ⁠⁠XL,MSF,Vander,Alistar,10.0,6334,0,0,0
Summer,Week 3,⁠⁠SK - ⁠⁠MAD,MAD,Armut,Nocturne,3.33,11665,5,4,9
Summer,Week 3,⁠⁠SK - ⁠⁠MAD,MAD,Elyoya,Rumble,inf,13490,123,33,156
Summer,Week 3,⁠⁠SK - ⁠⁠MAD,MAD,Humanoid,LeeSin,3.0,11837,0,0,0
Summer,Week 3,⁠⁠SK - ⁠⁠MAD,MAD,Carzzy,Kaisa,inf,15881,11,5,16
Summer,Week 3,⁠⁠SK - ⁠⁠MAD,MAD,Kaiser,Galio,7.5,8347,1,2,3
Summer,Week 3,⁠⁠SK - ⁠⁠MAD,SK,Jenax,Volibear,1.25,11338,5,0,5
Summer,Week 3,⁠⁠SK - ⁠⁠MAD,SK,Treatz,Diana,1.75,10048,115,20,135
Summer,Week 3,⁠⁠SK - ⁠⁠MAD,SK,Blue,Lucian,1.67,12885,9,4,13
Summer,Week 3,⁠⁠SK - ⁠⁠MAD,SK,Jezu,Ezreal,1.67,11238,4,0,4
Summer,Week 3,⁠⁠SK - ⁠⁠MAD,SK,Lilipp,Nautilus,1.0,6304,0,0,0
Summer,Week 3,⁠⁠S04 - ⁠⁠RGE,S04,BrokenBlade,Gwen,0.67,10269,0,0,0
Summer,Week 3,⁠⁠S04 - ⁠⁠RGE,S04,Kirei,Diana,0.67,8961,117,4,121
Summer,Week 3,⁠⁠S04 - ⁠⁠RGE,S04,NUCLEARINT,Sett,1.0,9551,4,1,5
Summer,Week 3,⁠⁠S04 - ⁠⁠RGE,S04,Neon,Senna,0.6,9161,0,0,0
Summer,Week 3,⁠⁠S04 - ⁠⁠RGE,S04,LIMIT,TahmKench,0.75,8369,0,0,0
Summer,Week 3,⁠⁠S04 - ⁠⁠RGE,RGE,Odoamne,Kennen,4.0,11842,0,0,0
Summer,Week 3,⁠⁠S04 - ⁠⁠RGE,RGE,Inspired,Kindred,inf,12743,108,26,134
Summer,Week 3,⁠⁠S04 - ⁠⁠RGE,RGE,Larssen,Lucian,6.5,13933,12,0,12
Summer,Week 3,⁠⁠S04 - ⁠⁠RGE,RGE,Hans,Varus,inf,13850,8,0,8
Summer,Week 3,⁠⁠S04 - ⁠⁠RGE,RGE,Trymbi,Rell,inf,8042,0,0,0
Summer,Week 3,⁠⁠FNC - ⁠⁠AST,AST,WhiteKnight,LeeSin,6.0,12773,0,0,0
Summer,Week 3,⁠⁠FNC - ⁠⁠AST,AST,Zanzarah,Rumble,2.0,11112,131,8,139
Summer,Week 3,⁠⁠FNC - ⁠⁠AST,AST,MagiFelix,Lucian,1.5,14276,13,0,13
Summer,Week 3,⁠⁠FNC - ⁠⁠AST,AST,Jeskla,Senna,4.5,9799,4,0,4
Summer,Week 3,⁠⁠FNC - ⁠⁠AST,AST,promisq,Galio,2.67,9707,0,0,0
Summer,Week 3,⁠⁠FNC - ⁠⁠AST,FNC,Adam,Nocturne,4.5,14530,0,8,8
Summer,Week 3,⁠⁠FNC - ⁠⁠AST,FNC,Bwipo,Viego,5.5,14659,131,34,165
Summer,Week 3,⁠⁠FNC - ⁠⁠AST,FNC,Nisqy,TwistedFate,12.0,16316,5,0,5
Summer,Week 3,⁠⁠FNC - ⁠⁠AST,FNC,Upset,Tristana,8.0,15795,18,16,34
Summer,Week 3,⁠⁠FNC - ⁠⁠AST,FNC,Hylissang,Alistar,1.2,7867,0,0,0
Summer,Week 3,⁠⁠VIT - ⁠⁠G2,G2,Wunder,Karma,0.5,7695,5,0,5
Summer,Week 3,⁠⁠VIT - ⁠⁠G2,G2,Jankos,Olaf,0.0,7432,101,7,108
Summer,Week 3,⁠⁠VIT - ⁠⁠G2,G2,Caps,Gwen,0.33,8068,5,0,5
Summer,Week 3,⁠⁠VIT - ⁠⁠G2,G2,Rekkles,Jinx,1.0,11033,11,0,11
Summer,Week 3,⁠⁠VIT - ⁠⁠G2,G2,Mikyx,TahmKench,0.33,5628,0,0,0
Summer,Week 3,⁠⁠VIT - ⁠⁠G2,VIT,SLT,Lulu,inf,8036,0,0,0
Summer,Week 3,⁠⁠VIT - ⁠⁠G2,VIT,Selfmade,LeeSin,inf,10384,80,16,96
Summer,Week 3,⁠⁠VIT - ⁠⁠G2,VIT,LIDER,Ryze,inf,14540,17,11,28
Summer,Week 3,⁠⁠VIT - ⁠⁠G2,VIT,Crownshot,Aphelios,inf,13412,25,4,29
Summer,Week 3,⁠⁠VIT - ⁠⁠G2,VIT,Labrov,Thresh,12.0,7042,0,0,0
Summer,Week 3,⁠⁠SK - ⁠⁠XL,SK,Jenax,LeeSin,inf,11643,9,0,9
Summer,Week 3,⁠⁠SK - ⁠⁠XL,SK,Treatz,Rumble,5.5,10651,122,4,126
Summer,Week 3,⁠⁠SK - ⁠⁠XL,SK,Blue,Sylas,13.0,14075,21,0,21
Summer,Week 3,⁠⁠SK - ⁠⁠XL,SK,Jezu,Tristana,12.0,13321,9,0,9
Summer,Week 3,⁠⁠SK - ⁠⁠XL,SK,Lilipp,Sett,3.0,7643,0,0,0
Summer,Week 3,⁠⁠SK - ⁠⁠XL,XL,Kryze,Camille,1.0,9846,5,0,5
Summer,Week 3,⁠⁠SK - ⁠⁠XL,XL,Dan,Sejuani,1.67,8941,104,0,104
Summer,Week 3,⁠⁠SK - ⁠⁠XL,XL,Nukeduck,Azir,1.67,12024,8,0,8
Summer,Week 3,⁠⁠SK - ⁠⁠XL,XL,Patrik,Kalista,1.25,10408,33,0,33
Summer,Week 3,⁠⁠SK - ⁠⁠XL,XL,Denyk,Nautilus,1.75,6700,0,0,0
Summer,Week 3,⁠⁠S04 - ⁠⁠MSF,MSF,HiRit,Viego,inf,13575,16,0,16
Summer,Week 3,⁠⁠S04 - ⁠⁠MSF,MSF,Razork,Rumble,17.0,13094,104,20,124
Summer,Week 3,⁠⁠S04 - ⁠⁠MSF,MSF,Vetheo,LeeSin,inf,12846,5,23,28
Summer,Week 3,⁠⁠S04 - ⁠⁠MSF,MSF,Kobbe,Varus,14.0,13036,12,1,13
Summer,Week 3,⁠⁠S04 - ⁠⁠MSF,MSF,Vander,Alistar,7.0,7323,0,0,0
Summer,Week 3,⁠⁠S04 - ⁠⁠MSF,S04,BrokenBlade,Riven,0.5,9991,9,0,9
Summer,Week 3,⁠⁠S04 - ⁠⁠MSF,S04,Kirei,Fiddlesticks,0.5,8419,100,4,104
Summer,Week 3,⁠⁠S04 - ⁠⁠MSF,S04,NUCLEARINT,Nocturne,1.5,10119,0,0,0
Summer,Week 3,⁠⁠S04 - ⁠⁠MSF,S04,Neon,Kalista,0.4,11773,4,10,14
Summer,Week 3,⁠⁠S04 - ⁠⁠MSF,S04,LIMIT,Braum,0.25,5987,0,0,0
Summer,Week 3,⁠⁠RGE - ⁠⁠AST,RGE,Odoamne,Gwen,12.0,15879,0,4,4
Summer,Week 3,⁠⁠RGE - ⁠⁠AST,RGE,Inspired,Kindred,inf,15641,166,23,189
Summer,Week 3,⁠⁠RGE - ⁠⁠AST,RGE,Larssen,Akali,1.33,12922,16,0,16
Summer,Week 3,⁠⁠RGE - ⁠⁠AST,RGE,Hans,Draven,7.0,14964,11,4,15
Summer,Week 3,⁠⁠RGE - ⁠⁠AST,RGE,Trymbi,Braum,7.0,8086,0,0,0
Summer,Week 3,⁠⁠RGE - ⁠⁠AST,AST,WhiteKnight,Nocturne,0.75,12697,12,0,12
Summer,Week 3,⁠⁠RGE - ⁠⁠AST,AST,Zanzarah,Rumble,2.0,10405,121,11,132
Summer,Week 3,⁠⁠RGE - ⁠⁠AST,AST,MagiFelix,Jayce,2.5,14863,22,0,22
Summer,Week 3,⁠⁠RGE - ⁠⁠AST,AST,Jeskla,Senna,1.33,9989,16,0,16
Summer,Week 3,⁠⁠RGE - ⁠⁠AST,AST,promisq,Galio,1.33,9855,4,0,4
Summer,Week 3,⁠⁠VIT - ⁠⁠MAD,VIT,SLT,Sett,2.2,11513,5,0,5
Summer,Week 3,⁠⁠VIT - ⁠⁠MAD,VIT,Selfmade,Evelynn,15.0,11898,118,13,131
Summer,Week 3,⁠⁠VIT - ⁠⁠MAD,VIT,LIDER,Viego,4.67,15841,4,0,4
Summer,Week 3,⁠⁠VIT - ⁠⁠MAD,VIT,Crownshot,Varus,inf,17444,28,6,34
Summer,Week 3,⁠⁠VIT - ⁠⁠MAD,VIT,Labrov,Braum,4.0,8136,0,4,4
Summer,Week 3,⁠⁠VIT - ⁠⁠MAD,MAD,Armut,Jayce,3.0,13683,12,0,12
Summer,Week 3,⁠⁠VIT - ⁠⁠MAD,MAD,Elyoya,Rumble,2.0,10572,98,16,114
Summer,Week 3,⁠⁠VIT - ⁠⁠MAD,MAD,Humanoid,Ryze,3.67,14529,36,5,41
Summer,Week 3,⁠⁠VIT - ⁠⁠MAD,MAD,Carzzy,Kaisa,1.0,11921,26,0,26
Summer,Week 3,⁠⁠VIT - ⁠⁠MAD,MAD,Kaiser,Nautilus,1.75,7018,0,0,0
Summer,Week 3,⁠⁠G2 - ⁠⁠FNC,FNC,Adam,Renekton,6.5,12524,5,4,9
Summer,Week 3,⁠⁠G2 - ⁠⁠FNC,FNC,Bwipo,XinZhao,2.6,9827,99,5,104
Summer,Week 3,⁠⁠G2 - ⁠⁠FNC,FNC,Nisqy,Sylas,5.0,11183,4,4,8
Summer,Week 3,⁠⁠G2 - ⁠⁠FNC,FNC,Upset,Kalista,inf,12275,15,0,15
Summer,Week 3,⁠⁠G2 - ⁠⁠FNC,FNC,Hylissang,Taric,8.0,7947,0,0,0
Summer,Week 3,⁠⁠G2 - ⁠⁠FNC,G2,Wunder,Viego,1.33,10142,5,0,5
Summer,Week 3,⁠⁠G2 - ⁠⁠FNC,G2,Jankos,Rumble,2.33,9223,102,4,106
Summer,Week 3,⁠⁠G2 - ⁠⁠FNC,G2,Caps,Nocturne,1.8,9056,4,0,4
Summer,Week 3,⁠⁠G2 - ⁠⁠FNC,G2,Rekkles,Jhin,2.0,9713,16,4,20
Summer,Week 3,⁠⁠G2 - ⁠⁠FNC,G2,Mikyx,Pantheon,1.67,8392,0,0,0
Summer,Week 4,⁠⁠VIT - ⁠⁠AST,AST,WhiteKnight,Renekton,10.0,11059,0,0,0
Summer,Week 4,⁠⁠VIT - ⁠⁠AST,AST,Zanzarah,Trundle,6.5,8894,96,16,112
Summer,Week 4,⁠⁠VIT - ⁠⁠AST,AST,MagiFelix,Akali,6.0,9684,4,0,4
Summer,Week 4,⁠⁠VIT - ⁠⁠AST,AST,Jeskla,Aphelios,inf,11376,9,0,9
Summer,Week 4,⁠⁠VIT - ⁠⁠AST,AST,promisq,Thresh,inf,6487,0,0,0
Summer,Week 4,⁠⁠VIT - ⁠⁠AST,VIT,SLT,Gangplank,0.25,7975,0,0,0
Summer,Week 4,⁠⁠VIT - ⁠⁠AST,VIT,Selfmade,Rumble,0.75,7875,114,0,114
Summer,Week 4,⁠⁠VIT - ⁠⁠AST,VIT,LIDER,Lucian,2.5,10822,8,0,8
Summer,Week 4,⁠⁠VIT - ⁠⁠AST,VIT,Crownshot,Ezreal,1.0,7991,0,0,0
Summer,Week 4,⁠⁠VIT - ⁠⁠AST,VIT,Labrov,Nautilus,0.8,5010,0,0,0
Summer,Week 4,⁠⁠SK - ⁠⁠RGE,RGE,Odoamne,Gwen,inf,10398,1,0,1
Summer,Week 4,⁠⁠SK - ⁠⁠RGE,RGE,Inspired,Viego,inf,9976,111,12,123
Summer,Week 4,⁠⁠SK - ⁠⁠RGE,RGE,Larssen,Orianna,inf,12601,13,9,22
Summer,Week 4,⁠⁠SK - ⁠⁠RGE,RGE,Hans,Varus,inf,12184,0,0,0
Summer,Week 4,⁠⁠SK - ⁠⁠RGE,RGE,Trymbi,Nautilus,10.0,6706,0,0,0
Summer,Week 4,⁠⁠SK - ⁠⁠RGE,SK,Jenax,Sett,0.33,7749,5,0,5
Summer,Week 4,⁠⁠SK - ⁠⁠RGE,SK,Treatz,LeeSin,0.5,7084,90,0,90
Summer,Week 4,⁠⁠SK - ⁠⁠RGE,SK,Blue,Sylas,0.5,8914,9,0,9
Summer,Week 4,⁠⁠SK - ⁠⁠RGE,SK,Jezu,Ezreal,0.0,8219,4,0,4
Summer,Week 4,⁠⁠SK - ⁠⁠RGE,SK,Lilipp,Alistar,0.0,5000,0,0,0
Summer,Week 4,⁠⁠MSF - ⁠⁠MAD,MSF,HiRit,Camille,1.0,8581,5,0,5
Summer,Week 4,⁠⁠MSF - ⁠⁠MAD,MSF,Razork,LeeSin,1.25,8315,82,20,102
Summer,Week 4,⁠⁠MSF - ⁠⁠MAD,MSF,Vetheo,Leblanc,2.0,8839,8,0,8
Summer,Week 4,⁠⁠MSF - ⁠⁠MAD,MSF,Kobbe,Varus,0.67,8567,0,0,0
Summer,Week 4,⁠⁠MSF - ⁠⁠MAD,MSF,Vander,Galio,0.83,5349,0,0,0
Summer,Week 4,⁠⁠MSF - ⁠⁠MAD,MAD,Armut,MonkeyKing,3.67,9208,0,4,4
Summer,Week 4,⁠⁠MSF - ⁠⁠MAD,MAD,Elyoya,Viego,inf,10235,83,13,96
Summer,Week 4,⁠⁠MSF - ⁠⁠MAD,MAD,Humanoid,Sylas,4.33,9654,12,4,16
Summer,Week 4,⁠⁠MSF - ⁠⁠MAD,MAD,Carzzy,Kalista,inf,15560,5,4,9
Summer,Week 4,⁠⁠MSF - ⁠⁠MAD,MAD,Kaiser,Leona,16.0,7211,0,0,0
Summer,Week 4,⁠⁠S04 - ⁠⁠FNC,FNC,Adam,Olaf,1.0,14023,9,8,17
Summer,Week 4,⁠⁠S04 - ⁠⁠FNC,FNC,Bwipo,Volibear,1.75,10984,111,17,128
Summer,Week 4,⁠⁠S04 - ⁠⁠FNC,FNC,Nisqy,Akali,0.8,9105,8,0,8
Summer,Week 4,⁠⁠S04 - ⁠⁠FNC,FNC,Upset,Tristana,6.0,13476,28,4,32
Summer,Week 4,⁠⁠S04 - ⁠⁠FNC,FNC,Hylissang,Rakan,2.33,7232,0,0,0
Summer,Week 4,⁠⁠S04 - ⁠⁠FNC,S04,BrokenBlade,LeeSin,4.67,11872,0,0,0
Summer,Week 4,⁠⁠S04 - ⁠⁠FNC,S04,Kirei,Kindred,3.0,10885,113,4,117
Summer,Week 4,⁠⁠S04 - ⁠⁠FNC,S04,NUCLEARINT,TwistedFate,19.0,16089,16,4,20
Summer,Week 4,⁠⁠S04 - ⁠⁠FNC,S04,Neon,Varus,13.0,14308,4,0,4
Summer,Week 4,⁠⁠S04 - ⁠⁠FNC,S04,LIMIT,Galio,17.0,8170,0,0,0
Summer,Week 4,⁠⁠G2 - ⁠⁠XL,XL,Kryze,Renekton,5.0,12055,12,0,12
Summer,Week 4,⁠⁠G2 - ⁠⁠XL,XL,Markoon,Volibear,5.5,9510,79,10,89
Summer,Week 4,⁠⁠G2 - ⁠⁠XL,XL,Nukeduck,Leblanc,inf,11989,8,0,8
Summer,Week 4,⁠⁠G2 - ⁠⁠XL,XL,Patrik,Aphelios,inf,12333,12,6,18
Summer,Week 4,⁠⁠G2 - ⁠⁠XL,XL,Advienne,Thresh,inf,6452,0,0,0
Summer,Week 4,⁠⁠G2 - ⁠⁠XL,G2,Wunder,Gwen,1.0,9898,10,0,10
Summer,Week 4,⁠⁠G2 - ⁠⁠XL,G2,Jankos,LeeSin,2.0,8414,85,13,98
Summer,Week 4,⁠⁠G2 - ⁠⁠XL,G2,Caps,Sylas,0.17,9347,24,0,24
Summer,Week 4,⁠⁠G2 - ⁠⁠XL,G2,Rekkles,Kaisa,inf,11260,16,0,16
Summer,Week 4,⁠⁠G2 - ⁠⁠XL,G2,Mikyx,Leona,0.0,5714,0,0,0
Summer,Week 4,⁠⁠VIT - ⁠⁠XL,VIT,SLT,Renekton,0.33,9985,0,0,0
Summer,Week 4,⁠⁠VIT - ⁠⁠XL,VIT,Selfmade,Viego,1.25,9592,117,9,126
Summer,Week 4,⁠⁠VIT - ⁠⁠XL,VIT,LIDER,Akali,1.2,11794,5,0,5
Summer,Week 4,⁠⁠VIT - ⁠⁠XL,VIT,Crownshot,Varus,3.0,12937,18,0,18
Summer,Week 4,⁠⁠VIT - ⁠⁠XL,VIT,Labrov,Leona,0.67,6654,0,0,0
Summer,Week 4,⁠⁠VIT - ⁠⁠XL,XL,Kryze,Gwen,14.0,13910,9,7,16
Summer,Week 4,⁠⁠VIT - ⁠⁠XL,XL,Markoon,LeeSin,19.0,12741,87,14,101
Summer,Week 4,⁠⁠VIT - ⁠⁠XL,XL,Nukeduck,TwistedFate,9.5,13341,24,0,24
Summer,Week 4,⁠⁠VIT - ⁠⁠XL,XL,Patrik,Draven,inf,18629,24,5,29
Summer,Week 4,⁠⁠VIT - ⁠⁠XL,XL,Advienne,Galio,9.5,9288,0,0,0
Summer,Week 4,⁠⁠S04 - ⁠⁠AST,S04,BrokenBlade,Viego,4.5,14455,14,0,14
Summer,Week 4,⁠⁠S04 - ⁠⁠AST,S04,Kirei,Volibear,2.0,12237,120,9,129
Summer,Week 4,⁠⁠S04 - ⁠⁠AST,S04,NUCLEARINT,Ryze,3.0,14936,25,0,25
Summer,Week 4,⁠⁠S04 - ⁠⁠AST,S04,Neon,Tristana,1.67,16409,21,13,34
Summer,Week 4,⁠⁠S04 - ⁠⁠AST,S04,LIMIT,Zilean,5.0,9115,0,0,0
Summer,Week 4,⁠⁠S04 - ⁠⁠AST,AST,WhiteKnight,LeeSin,inf,17383,8,2,10
Summer,Week 4,⁠⁠S04 - ⁠⁠AST,AST,Zanzarah,Gragas,2.4,10860,121,19,140
Summer,Week 4,⁠⁠S04 - ⁠⁠AST,AST,MagiFelix,Lucian,3.33,14810,18,1,19
Summer,Week 4,⁠⁠S04 - ⁠⁠AST,AST,Jeskla,Ezreal,4.5,14912,16,0,16
Summer,Week 4,⁠⁠S04 - ⁠⁠AST,AST,promisq,Braum,4.0,8002,0,0,0
Summer,Week 4,⁠⁠SK - ⁠⁠FNC,FNC,Adam,Gwen,inf,13910,13,4,17
Summer,Week 4,⁠⁠SK - ⁠⁠FNC,FNC,Bwipo,Viego,inf,11443,79,21,100
Summer,Week 4,⁠⁠SK - ⁠⁠FNC,FNC,Nisqy,Sylas,inf,11791,9,4,13
Summer,Week 4,⁠⁠SK - ⁠⁠FNC,FNC,Upset,Kaisa,12.0,12933,29,9,38
Summer,Week 4,⁠⁠SK - ⁠⁠FNC,FNC,Hylissang,Pyke,1.6,10759,0,0,0
Summer,Week 4,⁠⁠SK - ⁠⁠FNC,SK,Jenax,Jayce,1.5,10663,6,0,6
Summer,Week 4,⁠⁠SK - ⁠⁠FNC,SK,Treatz,LeeSin,0.71,7586,72,6,78
Summer,Week 4,⁠⁠SK - ⁠⁠FNC,SK,Blue,Ryze,0.75,11718,16,0,16
Summer,Week 4,⁠⁠SK - ⁠⁠FNC,SK,Jezu,Tristana,1.5,10723,13,0,13
Summer,Week 4,⁠⁠SK - ⁠⁠FNC,SK,Lilipp,Braum,1.5,6287,0,0,0
Summer,Week 4,⁠⁠MSF - ⁠⁠G2,MSF,HiRit,Sett,5.0,11852,0,0,0
Summer,Week 4,⁠⁠MSF - ⁠⁠G2,MSF,Razork,LeeSin,2.33,11041,99,5,104
Summer,Week 4,⁠⁠MSF - ⁠⁠G2,MSF,Vetheo,Syndra,1.67,12707,8,0,8
Summer,Week 4,⁠⁠MSF - ⁠⁠G2,MSF,Kobbe,Kaisa,inf,13872,18,0,18
Summer,Week 4,⁠⁠MSF - ⁠⁠G2,MSF,Vander,Alistar,3.0,7389,0,0,0
Summer,Week 4,⁠⁠MSF - ⁠⁠G2,G2,Wunder,DrMundo,4.0,13507,0,4,4
Summer,Week 4,⁠⁠MSF - ⁠⁠G2,G2,Jankos,Diana,2.0,11394,116,16,132
Summer,Week 4,⁠⁠MSF - ⁠⁠G2,G2,Caps,Lucian,3.0,14190,28,1,29
Summer,Week 4,⁠⁠MSF - ⁠⁠G2,G2,Rekkles,Tristana,inf,14609,25,17,42
Summer,Week 4,⁠⁠MSF - ⁠⁠G2,G2,Mikyx,Leona,8.0,8096,0,0,0
Summer,Week 4,⁠⁠RGE - ⁠⁠MAD,MAD,Armut,Camille,1.2,16487,8,1,9
Summer,Week 4,⁠⁠RGE - ⁠⁠MAD,MAD,Elyoya,LeeSin,3.0,12749,135,21,156
Summer,Week 4,⁠⁠RGE - ⁠⁠MAD,MAD,Humanoid,Akali,0.86,14860,20,12,32
Summer,Week 4,⁠⁠RGE - ⁠⁠MAD,MAD,Carzzy,Ezreal,2.67,17131,30,7,37
Summer,Week 4,⁠⁠RGE - ⁠⁠MAD,MAD,Kaiser,Alistar,1.5,8724,0,0,0
Summer,Week 4,⁠⁠RGE - ⁠⁠MAD,RGE,Odoamne,Nocturne,2.75,15742,9,0,9
Summer,Week 4,⁠⁠RGE - ⁠⁠MAD,RGE,Inspired,Volibear,inf,14519,95,12,107
Summer,Week 4,⁠⁠RGE - ⁠⁠MAD,RGE,Larssen,Orianna,8.0,19710,28,0,28
Summer,Week 4,⁠⁠RGE - ⁠⁠MAD,RGE,Hans,Kalista,13.0,18774,31,0,31
Summer,Week 4,⁠⁠RGE - ⁠⁠MAD,RGE,Trymbi,Galio,5.0,11787,0,0,0
Summer,Week 5,⁠⁠SK - ⁠⁠S04,S04,BrokenBlade,Gangplank,1.0,11758,3,0,3
Summer,Week 5,⁠⁠SK - ⁠⁠S04,S04,Kirei,Viego,0.8,9362,112,4,116
Summer,Week 5,⁠⁠SK - ⁠⁠S04,S04,NUCLEARINT,Leblanc,1.33,11088,16,4,20
Summer,Week 5,⁠⁠SK - ⁠⁠S04,S04,Neon,Aphelios,2.5,11916,16,0,16
Summer,Week 5,⁠⁠SK - ⁠⁠S04,S04,LIMIT,Leona,1.0,6424,0,0,0
Summer,Week 5,⁠⁠SK - ⁠⁠S04,SK,Jenax,LeeSin,14.0,13391,0,0,0
Summer,Week 5,⁠⁠SK - ⁠⁠S04,SK,Treatz,Gwen,14.0,13328,140,4,144
Summer,Week 5,⁠⁠SK - ⁠⁠S04,SK,Blue,Syndra,7.0,12949,8,0,8
Summer,Week 5,⁠⁠SK - ⁠⁠S04,SK,Jezu,Tristana,inf,15489,20,0,20
Summer,Week 5,⁠⁠SK - ⁠⁠S04,SK,Lilipp,Nautilus,4.5,7401,0,0,0
Summer,Week 5,⁠⁠MAD - ⁠⁠XL,XL,Kryze,DrMundo,1.67,12553,4,0,4
Summer,Week 5,⁠⁠MAD - ⁠⁠XL,XL,Markoon,LeeSin,4.0,12034,94,12,106
Summer,Week 5,⁠⁠MAD - ⁠⁠XL,XL,Nukeduck,Leblanc,0.67,12786,12,0,12
Summer,Week 5,⁠⁠MAD - ⁠⁠XL,XL,Patrik,Draven,4.0,18661,38,2,40
Summer,Week 5,⁠⁠MAD - ⁠⁠XL,XL,Advienne,Alistar,1.2,8081,0,0,0
Summer,Week 5,⁠⁠MAD - ⁠⁠XL,MAD,Armut,Gnar,2.67,14839,8,1,9
Summer,Week 5,⁠⁠MAD - ⁠⁠XL,MAD,Elyoya,Diana,11.0,12028,114,19,133
Summer,Week 5,⁠⁠MAD - ⁠⁠XL,MAD,Humanoid,TwistedFate,13.0,15616,29,0,29
Summer,Week 5,⁠⁠MAD - ⁠⁠XL,MAD,Carzzy,Kalista,6.0,15953,31,2,33
Summer,Week 5,⁠⁠MAD - ⁠⁠XL,MAD,Kaiser,Leona,6.5,9216,0,0,0
Summer,Week 5,⁠⁠VIT - ⁠⁠FNC,VIT,Szygenda,Gwen,2.0,10375,5,0,5
Summer,Week 5,⁠⁠VIT - ⁠⁠FNC,VIT,Selfmade,LeeSin,1.83,9481,117,11,128
Summer,Week 5,⁠⁠VIT - ⁠⁠FNC,VIT,LIDER,Yone,2.0,13849,8,0,8
Summer,Week 5,⁠⁠VIT - ⁠⁠FNC,VIT,Crownshot,Ziggs,4.0,13333,9,0,9
Summer,Week 5,⁠⁠VIT - ⁠⁠FNC,VIT,Labrov,Leona,2.2,6797,0,0,0
Summer,Week 5,⁠⁠VIT - ⁠⁠FNC,FNC,Adam,Sett,4.0,12668,9,12,21
Summer,Week 5,⁠⁠VIT - ⁠⁠FNC,FNC,Bwipo,Nocturne,5.33,11021,98,7,105
Summer,Week 5,⁠⁠VIT - ⁠⁠FNC,FNC,Nisqy,Ryze,9.0,13799,17,6,23
Summer,Week 5,⁠⁠VIT - ⁠⁠FNC,FNC,Upset,Tristana,14.0,18406,16,9,25
Summer,Week 5,⁠⁠VIT - ⁠⁠FNC,FNC,Hylissang,Alistar,3.2,7866,0,0,0
Summer,Week 5,⁠⁠RGE - ⁠⁠MSF,RGE,Odoamne,Nocturne,13.0,14478,5,4,9
Summer,Week 5,⁠⁠RGE - ⁠⁠MSF,RGE,Inspired,Hecarim,13.0,14038,124,4,128
Summer,Week 5,⁠⁠RGE - ⁠⁠MSF,RGE,Larssen,Viktor,12.0,16025,28,0,28
Summer,Week 5,⁠⁠RGE - ⁠⁠MSF,RGE,Hans,Ziggs,5.0,16407,31,2,33
Summer,Week 5,⁠⁠RGE - ⁠⁠MSF,RGE,Trymbi,Nautilus,3.33,8449,0,0,0
Summer,Week 5,⁠⁠RGE - ⁠⁠MSF,MSF,HiRit,Viego,0.6,13213,11,0,11
Summer,Week 5,⁠⁠RGE - ⁠⁠MSF,MSF,Razork,Volibear,1.2,10238,101,4,105
Summer,Week 5,⁠⁠RGE - ⁠⁠MSF,MSF,Vetheo,Zoe,3.5,14677,28,4,32
Summer,Week 5,⁠⁠RGE - ⁠⁠MSF,MSF,Kobbe,Aphelios,1.75,14343,28,1,29
